lake_id,lat,lon,year,froze,ice_on_date,ice_off_date,ice_on_doy,ice_off_doy
411,48.0957,-90.6888,1989,Y,1989-12-10,1990-04-25,100,236
411,48.0957,-90.6888,1990,Y,1990-12-19,1991-04-26,109,237
411,48.0957,-90.6888,1991,Y,1991-11-28,1992-05-09,88,251
411,48.0957,-90.6888,1992,Y,1992-12-18,1993-05-07,108,248
411,48.0957,-90.6888,1993,Y,1993-12-11,1994-05-08,101,249
411,48.0957,-90.6888,1994,Y,1994-12-08,1995-05-04,98,245
411,48.0957,-90.6888,1995,Y,1995-11-27,1996-05-18,87,260
411,48.0957,-90.6888,1996,Y,1996-12-03,1997-05-04,93,245
411,48.0957,-90.6888,1997,Y,1997-12-27,1998-04-22,117,233
411,48.0957,-90.6888,1998,Y,1998-12-25,1999-04-30,115,241
411,48.0957,-90.6888,1999,Y,1999-12-18,2000-04-25,108,237
411,48.0957,-90.6888,2000,Y,2000-12-14,2001-05-02,104,243
411,48.0957,-90.6888,2001,Y,2001-12-28,2002-05-06,118,247
411,48.0957,-90.6888,2002,Y,2002-12-02,2003-05-05,92,246
411,48.0957,-90.6888,2003,Y,2003-12-12,2004-05-05,102,247
411,48.0957,-90.6888,2004,Y,2004-12-19,2005-04-21,109,232
411,48.0957,-90.6888,2005,Y,2005-12-11,2006-04-19,101,230
411,48.0957,-90.6888,2006,Y,2006-12-26,2007-05-01,116,242
411,48.0957,-90.6888,2007,Y,2007-12-14,2008-05-13,104,255
411,48.0957,-90.6888,2008,Y,2008-12-09,2009-05-06,99,247
411,48.0957,-90.6888,2009,Y,2009-11-16,2010-04-10,76,221
411,48.0957,-90.6888,2010,Y,2010-12-12,2011-05-08,102,249
411,48.0957,-90.6888,2011,Y,2011-12-28,2012-03-25,118,206
411,48.0957,-90.6888,2012,Y,2012-12-22,NA,112,NA
411,48.0957,-90.6888,2013,Y,2013-12-08,NA,98,NA
411,48.0957,-90.6888,2014,Y,2014-12-17,NA,107,NA
411,48.0957,-90.6888,2015,Y,2016-01-04,2016-04-30,125,242
411,48.0957,-90.6888,2017,Y,2017-12-09,2018-05-13,99,254
411,48.0957,-90.6888,2020,Y,2020-12-13,NA,103,NA
412,44.7758,-67.4342,1989,Y,1989-11-30,1990-04-15,90,226
412,44.7758,-67.4342,1990,Y,1990-12-12,1991-04-13,102,224
412,44.7758,-67.4342,1991,Y,1991-12-06,1992-04-23,96,235
412,44.7758,-67.4342,1992,Y,1992-12-08,1993-04-20,98,231
412,44.7758,-67.4342,1993,Y,1993-12-08,1994-04-15,98,226
412,44.7758,-67.4342,1994,Y,1994-12-25,1995-04-21,115,232
412,44.7758,-67.4342,1995,Y,1995-12-13,1996-04-13,103,225
412,44.7758,-67.4342,1996,Y,1996-12-26,1997-04-25,116,236
412,44.7758,-67.4342,1997,Y,1997-12-12,NA,102,NA
412,44.7758,-67.4342,1998,Y,1998-12-24,1999-03-30,114,210
412,44.7758,-67.4342,1999,Y,2000-01-15,2000-03-31,136,212
412,44.7758,-67.4342,2000,Y,2000-12-07,2001-04-25,97,236
412,44.7758,-67.4342,2001,Y,2001-12-25,2002-04-02,115,213
412,44.7758,-67.4342,2002,Y,2002-11-30,2003-04-28,90,239
412,44.7758,-67.4342,2003,Y,2003-12-16,2004-04-16,106,228
412,44.7758,-67.4342,2004,Y,2004-12-17,2005-04-11,107,222
412,44.7758,-67.4342,2005,Y,2005-12-14,2006-03-26,104,206
412,44.7758,-67.4342,2006,Y,2006-12-30,2007-04-19,120,230
412,44.7758,-67.4342,2007,Y,2007-12-06,2008-04-16,96,228
412,44.7758,-67.4342,2008,NA,NA,2009-04-13,NA,224
412,44.7758,-67.4342,2009,Y,2009-12-17,2010-03-21,107,201
412,44.7758,-67.4342,2010,Y,2010-12-12,2010-12-13,102,103
412,44.7758,-67.4342,2011,Y,2011-12-25,2011-12-29,115,119
412,44.7758,-67.4342,2012,Y,2012-12-28,NA,118,NA
413,44.31,-68.2898,2004,NA,NA,2005-04-14,NA,225
413,44.31,-68.2898,2005,Y,2005-12-20,2006-03-29,110,209
413,44.31,-68.2898,2006,NA,NA,2007-04-23,NA,234
413,44.31,-68.2898,2007,NA,NA,2008-04-16,NA,228
413,44.31,-68.2898,2008,Y,2008-12-26,2009-04-13,116,224
413,44.31,-68.2898,2009,Y,2010-01-12,2010-03-23,133,203
413,44.31,-68.2898,2017,NA,NA,2018-04-18,NA,229
414,44.31,-68.2898,1989,NA,NA,1990-04-12,NA,223
414,44.31,-68.2898,1990,NA,NA,1991-04-07,NA,218
414,44.31,-68.2898,1991,NA,NA,1992-04-19,NA,231
414,44.31,-68.2898,1992,Y,1992-12-09,1993-04-21,99,232
414,44.31,-68.2898,1993,Y,1993-12-25,1994-04-15,115,226
414,44.31,-68.2898,1994,Y,1994-12-12,1995-04-09,102,220
414,44.31,-68.2898,1995,Y,1995-12-07,1996-04-16,97,228
414,44.31,-68.2898,1996,Y,1997-01-02,1997-04-17,123,228
414,44.31,-68.2898,1997,Y,1997-12-09,1998-03-30,99,210
414,44.31,-68.2898,1998,Y,1998-12-23,1999-03-31,113,211
414,44.31,-68.2898,1999,Y,1999-12-19,2000-03-29,109,210
414,44.31,-68.2898,2000,Y,2000-12-08,2001-04-24,98,235
414,44.31,-68.2898,2001,Y,2001-12-27,2002-03-17,117,197
414,44.31,-68.2898,2002,Y,2002-11-27,2003-04-20,87,231
414,44.31,-68.2898,2003,Y,2003-12-14,2004-04-15,104,227
414,44.31,-68.2898,2004,Y,2004-12-15,2005-04-14,105,225
414,44.31,-68.2898,2005,Y,2005-12-09,2006-03-24,99,204
414,44.31,-68.2898,2006,NA,NA,2007-04-24,NA,235
414,44.31,-68.2898,2007,Y,2007-12-09,2008-04-16,99,228
415,44.31,-68.2898,2004,NA,NA,2005-04-14,NA,225
415,44.31,-68.2898,2005,Y,2005-12-20,2006-03-29,110,209
415,44.31,-68.2898,2006,NA,NA,2007-04-23,NA,234
415,44.31,-68.2898,2007,NA,NA,2008-04-16,NA,228
415,44.31,-68.2898,2008,Y,2008-12-26,2009-04-13,116,224
415,44.31,-68.2898,2009,Y,2010-01-12,2010-03-23,133,203
416,44.3216,-68.2878,1989,NA,NA,1990-04-10,NA,221
416,44.3216,-68.2878,1990,NA,NA,1991-04-06,NA,217
416,44.3216,-68.2878,1991,NA,NA,1992-01-13,NA,134
416,44.3216,-68.2878,1992,Y,1992-12-09,1993-04-20,99,231
416,44.3216,-68.2878,1993,Y,1993-12-25,1994-04-15,115,226
416,44.3216,-68.2878,1994,Y,1994-12-12,1995-04-10,102,221
416,44.3216,-68.2878,1995,Y,1995-12-07,1996-04-16,97,228
416,44.3216,-68.2878,1996,Y,1997-01-03,1997-04-15,124,226
416,44.3216,-68.2878,1997,Y,1997-12-08,1998-03-31,98,211
416,44.3216,-68.2878,1998,Y,1998-12-22,1999-03-30,112,210
416,44.3216,-68.2878,1999,Y,1999-12-20,2000-03-28,110,209
416,44.3216,-68.2878,2000,Y,2000-12-07,2001-04-23,97,234
416,44.3216,-68.2878,2001,Y,2001-12-23,2002-03-17,113,197
416,44.3216,-68.2878,2002,Y,2002-11-28,2003-04-21,88,232
416,44.3216,-68.2878,2003,Y,2003-12-03,2004-04-14,93,226
416,44.3216,-68.2878,2004,Y,2004-12-16,2005-04-13,106,224
416,44.3216,-68.2878,2005,Y,2005-12-08,2006-03-20,98,200
416,44.3216,-68.2878,2006,NA,NA,2007-04-23,NA,234
416,44.3216,-68.2878,2007,Y,2007-12-08,2008-04-15,98,227
416,44.3216,-68.2878,2014,Y,2015-01-12,NA,133,NA
417,44.3216,-68.2878,2004,NA,NA,2005-04-14,NA,225
417,44.3216,-68.2878,2005,Y,2005-12-20,2006-03-29,110,209
417,44.3216,-68.2878,2006,NA,NA,2007-04-23,NA,234
417,44.3216,-68.2878,2007,NA,NA,2008-04-18,NA,230
417,44.3216,-68.2878,2008,Y,2008-12-20,2009-04-13,110,224
417,44.3216,-68.2878,2009,Y,2009-12-22,2010-03-22,112,202
417,44.3216,-68.2878,2014,Y,2015-01-12,NA,133,NA
417,44.3216,-68.2878,2017,NA,NA,2018-04-18,NA,229
418,44.968,-70.635,1993,Y,1993-11-21,1994-05-11,81,252
418,44.968,-70.635,1994,Y,1994-11-28,1995-04-25,88,236
418,44.968,-70.635,1995,Y,1995-11-14,1996-05-06,74,248
418,44.968,-70.635,1996,Y,1996-11-24,1997-05-13,84,254
418,44.968,-70.635,1997,Y,1997-11-22,1998-04-23,82,234
418,44.968,-70.635,1998,Y,1998-11-24,1999-05-01,84,242
418,44.968,-70.635,1999,Y,1999-11-30,2000-04-24,90,236
418,44.968,-70.635,2000,Y,2000-11-18,NA,78,NA
418,44.968,-70.635,2001,Y,2001-11-19,NA,79,NA
418,44.968,-70.635,2002,Y,2002-11-21,2003-04-29,81,240
418,44.968,-70.635,2003,Y,2003-11-26,2004-04-30,86,242
418,44.968,-70.635,2005,NA,NA,2006-04-22,NA,233
419,46.4774,-92.6951,1990,Y,1990-12-01,1991-04-19,91,230
419,46.4774,-92.6951,1991,Y,1991-11-25,1992-04-21,85,233
419,46.4774,-92.6951,1992,Y,1992-11-27,1993-04-22,87,233
419,46.4774,-92.6951,1993,Y,1993-11-27,1994-04-16,87,227
419,46.4774,-92.6951,1994,Y,1994-12-06,1995-04-22,96,233
419,46.4774,-92.6951,1995,Y,1995-11-13,1996-04-30,73,242
419,46.4774,-92.6951,1996,Y,1996-11-18,1997-04-24,78,235
419,46.4774,-92.6951,1997,Y,1997-11-21,1998-04-06,81,217
419,46.4774,-92.6951,1998,Y,1998-12-17,1999-04-10,107,221
419,46.4774,-92.6951,1999,Y,1999-12-13,2000-04-03,103,215
419,46.4774,-92.6951,2000,Y,2000-11-26,2001-04-26,86,237
419,46.4774,-92.6951,2001,Y,2001-12-20,2002-04-17,110,228
419,46.4774,-92.6951,2002,Y,2002-11-25,2003-04-20,85,231
419,46.4774,-92.6951,2003,Y,2003-12-02,2004-04-21,92,233
419,46.4774,-92.6951,2004,Y,2004-12-03,2005-04-14,93,225
419,46.4774,-92.6951,2005,Y,2005-11-27,2006-04-12,87,223
419,46.4774,-92.6951,2006,Y,2006-12-01,2007-04-23,91,234
419,46.4774,-92.6951,2007,Y,2007-12-01,2008-05-01,91,243
419,46.4774,-92.6951,2008,Y,2008-11-25,2009-04-21,85,232
419,46.4774,-92.6951,2009,Y,2009-12-16,2010-04-03,106,214
419,46.4774,-92.6951,2010,Y,2010-12-01,2011-04-22,91,233
419,46.4774,-92.6951,2011,Y,2011-12-06,2012-03-25,96,206
419,46.4774,-92.6951,2012,Y,2012-11-24,2013-05-15,84,256
419,46.4774,-92.6951,2013,Y,2013-11-24,2014-05-05,84,246
419,46.4774,-92.6951,2014,Y,2014-11-21,2015-04-28,81,239
419,46.4774,-92.6951,2015,Y,2015-12-19,2016-03-15,109,196
420,46.7058,-68.061,1994,NA,NA,1995-04-30,NA,241
420,46.7058,-68.061,1995,Y,1995-11-25,1996-05-01,85,243
420,46.7058,-68.061,1996,Y,1996-11-16,1997-05-02,76,243
420,46.7058,-68.061,1997,Y,1997-11-20,1998-04-23,80,234
420,46.7058,-68.061,1999,Y,2000-01-17,2000-04-29,138,241
420,46.7058,-68.061,2000,Y,2000-11-26,2001-05-01,86,242
420,46.7058,-68.061,2001,Y,2001-12-10,2002-04-25,100,236
420,46.7058,-68.061,2002,Y,2002-11-25,2003-05-05,85,246
420,46.7058,-68.061,2003,Y,2003-12-03,2004-04-23,93,235
420,46.7058,-68.061,2004,Y,2004-12-02,2005-04-29,92,240
420,46.7058,-68.061,2005,Y,2005-12-06,2006-04-20,96,231
420,46.7058,-68.061,2006,Y,2006-12-04,2007-05-05,94,246
420,46.7058,-68.061,2007,Y,2007-11-26,2008-05-04,86,246
420,46.7058,-68.061,2008,Y,2008-11-25,2009-04-26,85,237
420,46.7058,-68.061,2009,Y,2009-12-01,2010-04-13,91,224
420,46.7058,-68.061,2010,Y,2010-12-01,2010-12-15,91,105
420,46.7058,-68.061,2011,Y,2011-12-10,NA,100,NA
420,46.7058,-68.061,2012,Y,2012-11-30,2012-12-01,90,91
420,46.7058,-68.061,2015,Y,2015-12-08,NA,98,NA
420,46.7058,-68.061,2016,Y,2017-01-19,NA,140,NA
420,46.7058,-68.061,2017,NA,NA,2018-05-05,NA,246
421,44.9206,-93.3028,1989,Y,1989-11-30,1990-04-01,90,212
421,44.9206,-93.3028,1990,Y,1990-12-18,1991-04-04,108,215
421,44.9206,-93.3028,1991,Y,1991-11-26,1992-04-08,86,220
421,44.9206,-93.3028,1992,Y,1992-12-20,1993-04-16,110,227
421,44.9206,-93.3028,1993,Y,1993-12-11,1994-04-06,101,217
421,44.9206,-93.3028,1994,Y,1994-12-11,1995-03-25,101,205
421,44.9206,-93.3028,1995,Y,1995-11-27,1996-04-20,87,232
421,44.9206,-93.3028,1996,Y,1996-11-25,1997-04-14,85,225
421,44.9206,-93.3028,1997,Y,1997-12-26,1998-03-29,116,209
421,44.9206,-93.3028,1998,Y,1998-12-25,1999-04-01,115,212
421,44.9206,-93.3028,1999,Y,1999-12-21,2000-03-09,111,190
421,44.9206,-93.3028,2000,Y,2000-12-08,2001-04-15,98,226
421,44.9206,-93.3028,2001,Y,2001-12-31,2002-04-14,121,225
421,44.9206,-93.3028,2002,Y,2002-12-04,2003-04-03,94,214
421,44.9206,-93.3028,2003,Y,2003-12-12,2004-04-03,102,215
421,44.9206,-93.3028,2004,Y,2004-12-19,2005-04-06,109,217
421,44.9206,-93.3028,2005,Y,2005-12-07,2006-04-07,97,218
421,44.9206,-93.3028,2006,Y,2007-01-16,2007-03-28,137,208
421,44.9206,-93.3028,2007,Y,2007-12-03,2008-04-22,93,234
421,44.9206,-93.3028,2008,Y,2008-12-11,2009-04-06,101,217
421,44.9206,-93.3028,2009,Y,2009-12-15,2010-03-31,105,211
421,44.9206,-93.3028,2010,Y,2010-12-13,2011-04-11,103,222
421,44.9206,-93.3028,2012,Y,2013-01-15,NA,136,NA
421,44.9206,-93.3028,2013,Y,2013-12-08,2014-04-14,98,225
421,44.9206,-93.3028,2021,Y,2021-12-22,NA,112,NA
421,44.9206,-93.3028,2022,Y,2022-12-05,2022-12-07,95,97
421,44.9206,-93.3028,2023,Y,2024-01-14,2024-03-12,135,193
421,44.9206,-93.3028,2024,Y,2024-12-13,2025-03-27,103,207
422,45.936,-69.1587,1991,NA,NA,1992-05-10,NA,252
422,45.936,-69.1587,1992,NA,NA,1993-05-03,NA,244
422,45.936,-69.1587,1993,Y,1993-12-07,1994-05-08,97,249
422,45.936,-69.1587,1994,NA,NA,1995-05-05,NA,246
422,45.936,-69.1587,1996,NA,NA,1997-05-10,NA,251
422,45.936,-69.1587,1997,Y,1997-11-23,NA,83,NA
422,45.936,-69.1587,1998,NA,NA,1999-04-18,NA,229
422,45.936,-69.1587,1999,Y,1999-12-19,2000-05-05,109,247
422,45.936,-69.1587,2000,Y,2000-12-03,2001-05-08,93,249
422,45.936,-69.1587,2002,Y,2003-01-17,NA,138,NA
422,45.936,-69.1587,2003,Y,2003-12-28,2004-04-30,118,242
422,45.936,-69.1587,2004,Y,2004-12-06,NA,96,NA
422,45.936,-69.1587,2005,Y,2005-12-10,NA,100,NA
423,45.936,-69.1587,1990,NA,NA,1991-05-01,NA,242
423,45.936,-69.1587,1992,Y,1992-12-10,NA,100,NA
423,45.936,-69.1587,1995,NA,NA,1996-05-01,NA,243
423,45.936,-69.1587,1996,NA,NA,1997-05-04,NA,245
423,45.936,-69.1587,1999,Y,1999-12-19,2000-04-30,109,242
423,45.936,-69.1587,2000,Y,2000-12-08,2001-04-27,98,238
423,45.936,-69.1587,2001,Y,2001-12-26,2002-04-20,116,231
423,45.936,-69.1587,2002,NA,NA,2003-05-07,NA,248
423,45.936,-69.1587,2005,NA,NA,2006-04-14,NA,225
423,45.936,-69.1587,2006,Y,2006-12-30,NA,120,NA
423,45.936,-69.1587,2007,Y,2007-11-27,2008-05-07,87,249
424,43.976,-74.1412,1989,NA,NA,1990-04-26,NA,237
424,43.976,-74.1412,1990,NA,NA,1991-04-22,NA,233
424,43.976,-74.1412,1991,Y,1991-12-06,1992-04-18,96,230
424,43.976,-74.1412,1992,Y,1992-11-26,1993-04-27,86,238
424,43.976,-74.1412,1993,Y,1993-11-25,1994-04-30,85,241
424,43.976,-74.1412,1994,Y,1994-11-27,1995-04-20,87,231
424,43.976,-74.1412,1995,Y,1995-11-25,1996-05-01,85,243
424,43.976,-74.1412,1996,Y,1996-11-27,1997-04-28,87,239
424,43.976,-74.1412,1997,Y,1997-11-20,1998-04-14,80,225
424,43.976,-74.1412,1998,Y,1998-12-19,1999-04-22,109,233
424,43.976,-74.1412,1999,Y,1999-12-18,2000-04-24,108,236
424,43.976,-74.1412,2000,Y,2000-11-24,2001-04-30,84,241
424,43.976,-74.1412,2001,Y,2001-12-23,2002-04-17,113,228
424,43.976,-74.1412,2002,Y,2002-11-28,2003-04-27,88,238
424,43.976,-74.1412,2003,Y,2003-12-02,2004-04-20,92,232
424,43.976,-74.1412,2004,Y,2004-12-15,2005-04-18,105,229
424,43.976,-74.1412,2005,Y,2005-11-24,2006-04-16,84,227
424,43.976,-74.1412,2006,Y,2006-12-08,2007-04-30,98,241
424,43.976,-74.1412,2007,Y,2007-12-01,2008-04-28,91,240
424,43.976,-74.1412,2008,Y,2008-11-24,2009-04-22,84,233
424,43.976,-74.1412,2009,Y,2009-12-13,2010-04-05,103,216
424,43.976,-74.1412,2010,Y,2010-11-28,2011-04-27,88,238
424,43.976,-74.1412,2011,Y,2011-12-18,2012-04-02,108,214
424,43.976,-74.1412,2012,Y,2012-12-22,2013-04-25,112,236
424,43.976,-74.1412,2013,Y,2013-11-21,NA,81,NA
424,43.976,-74.1412,2014,Y,2014-11-27,NA,87,NA
424,43.976,-74.1412,2016,Y,2016-12-10,2017-04-22,100,233
424,43.976,-74.1412,2017,Y,2017-11-28,NA,88,NA
424,43.976,-74.1412,2018,Y,2018-12-08,2019-04-26,98,237
424,43.976,-74.1412,2019,Y,2019-11-29,2020-04-14,89,226
424,43.976,-74.1412,2020,Y,2020-12-11,2021-04-09,101,220
424,43.976,-74.1412,2021,Y,2021-11-29,2022-04-18,89,229
425,46.519,-91.361,1989,Y,1989-11-24,1990-04-20,84,231
425,46.519,-91.361,1990,Y,1990-12-02,1991-04-14,92,225
425,46.519,-91.361,1991,Y,1991-11-26,1992-04-29,86,241
425,46.519,-91.361,1992,Y,1992-12-07,1993-04-24,97,235
425,46.519,-91.361,1993,Y,1993-11-27,1994-04-19,87,230
425,46.519,-91.361,1994,Y,1994-12-06,1995-04-19,96,230
425,46.519,-91.361,1995,Y,1995-11-12,1996-05-07,72,249
425,46.519,-91.361,1996,Y,1996-11-20,1997-04-26,80,237
425,46.519,-91.361,1997,Y,1997-11-21,1998-04-07,81,218
425,46.519,-91.361,1998,Y,1998-12-14,1999-04-14,104,225
425,46.519,-91.361,1999,Y,1999-12-17,2000-03-26,107,207
425,46.519,-91.361,2000,Y,2000-12-05,2001-04-26,95,237
425,46.519,-91.361,2001,Y,2001-12-21,2002-04-18,111,229
425,46.519,-91.361,2002,Y,2002-11-26,2003-04-23,86,234
425,46.519,-91.361,2003,Y,2003-12-03,2004-04-19,93,231
425,46.519,-91.361,2004,Y,2004-12-05,2005-04-13,95,224
425,46.519,-91.361,2005,Y,2005-12-02,2006-04-12,92,223
425,46.519,-91.361,2006,Y,2006-12-01,2007-04-19,91,230
425,46.519,-91.361,2007,Y,2007-12-01,2008-05-02,91,244
425,46.519,-91.361,2008,Y,2008-11-25,2009-04-17,85,228
425,46.519,-91.361,2009,Y,2009-12-05,2010-03-31,95,211
425,46.519,-91.361,2010,Y,2010-12-03,2011-04-14,93,225
425,46.519,-91.361,2011,Y,2011-12-17,2012-03-24,107,205
425,46.519,-91.361,2012,Y,2012-12-09,2013-05-13,99,254
425,46.519,-91.361,2013,Y,2013-11-27,2014-03-08,87,188
425,46.519,-91.361,2014,Y,2014-11-26,2015-04-07,86,218
425,46.519,-91.361,2015,Y,2015-12-28,2016-04-17,118,229
425,46.519,-91.361,2016,Y,2016-12-12,2017-04-05,102,216
425,46.519,-91.361,2017,NA,NA,2018-05-06,NA,247
425,46.519,-91.361,2018,NA,NA,2019-04-24,NA,235
425,46.519,-91.361,2019,NA,NA,2020-04-22,NA,234
425,46.519,-91.361,2020,NA,NA,2021-04-05,NA,216
425,46.519,-91.361,2021,NA,NA,2022-05-06,NA,247
425,46.519,-91.361,2022,Y,2022-12-06,2023-05-04,96,245
425,46.519,-91.361,2023,Y,2023-12-02,2024-03-14,92,195
425,46.519,-91.361,2024,Y,2024-12-09,2025-04-17,99,228
426,42.8341,-75.6775,1989,Y,1989-12-05,1990-03-21,95,201
426,42.8341,-75.6775,1990,Y,1990-12-27,1991-04-02,117,213
426,42.8341,-75.6775,1991,Y,1992-01-01,1992-04-19,122,231
426,42.8341,-75.6775,1992,Y,1992-12-05,1993-04-17,95,228
426,42.8341,-75.6775,1993,Y,1993-12-24,1994-04-21,114,232
426,42.8341,-75.6775,1994,Y,1994-12-17,1995-03-26,107,206
426,42.8341,-75.6775,1995,Y,1995-12-02,1996-04-17,92,229
426,42.8341,-75.6775,1996,Y,1997-01-01,1997-04-09,122,220
426,42.8341,-75.6775,1997,Y,1997-12-20,1998-04-01,110,212
426,42.8341,-75.6775,1998,Y,1998-12-31,1999-04-08,121,219
426,42.8341,-75.6775,1999,Y,1999-12-25,2000-03-19,115,200
426,42.8341,-75.6775,2000,Y,2000-12-07,2000-12-13,97,103
426,42.8341,-75.6775,2001,Y,2002-01-08,2002-03-21,129,201
426,42.8341,-75.6775,2002,Y,2002-12-06,2003-04-16,96,227
426,42.8341,-75.6775,2003,Y,2003-12-08,2004-04-18,98,230
426,42.8341,-75.6775,2004,Y,2004-12-14,2005-04-12,104,223
426,42.8341,-75.6775,2006,Y,2007-01-17,NA,138,NA
427,46.6694,-94.2848,1989,Y,1989-12-06,1990-04-22,96,233
427,46.6694,-94.2848,1990,Y,1990-12-20,1991-04-20,110,231
427,46.6694,-94.2848,1991,Y,1991-11-25,1992-04-18,85,230
427,46.6694,-94.2848,1992,Y,1992-12-05,1993-04-22,95,233
427,46.6694,-94.2848,1993,Y,1993-11-28,1994-04-18,88,229
427,46.6694,-94.2848,1994,Y,1994-12-11,1995-04-25,101,236
427,46.6694,-94.2848,1995,Y,1995-11-28,1996-05-05,88,247
427,46.6694,-94.2848,1996,Y,1996-11-26,1997-04-22,86,233
427,46.6694,-94.2848,1997,Y,1997-11-30,1998-04-07,90,218
427,46.6694,-94.2848,1998,Y,1998-12-22,1999-04-15,112,226
427,46.6694,-94.2848,1999,Y,1999-12-21,2000-04-05,111,217
427,46.6694,-94.2848,2000,Y,2000-12-09,2001-04-26,99,237
427,46.6694,-94.2848,2001,Y,2001-12-20,2002-04-18,110,229
427,46.6694,-94.2848,2002,Y,2002-12-06,2003-04-16,96,227
427,46.6694,-94.2848,2003,Y,2003-12-03,2004-04-18,93,230
427,46.6694,-94.2848,2004,Y,2004-12-18,2005-04-15,108,226
427,46.6694,-94.2848,2005,Y,2005-12-10,2006-04-11,100,222
427,46.6694,-94.2848,2006,Y,2006-12-23,2007-04-21,113,232
427,46.6694,-94.2848,2007,Y,2007-12-05,2008-05-06,95,248
427,46.6694,-94.2848,2008,Y,2008-12-09,2009-04-23,99,234
427,46.6694,-94.2848,2009,Y,2009-12-14,2010-04-03,104,214
427,46.6694,-94.2848,2010,Y,2010-12-07,2011-04-26,97,237
427,46.6694,-94.2848,2011,Y,2012-01-16,2012-03-27,137,208
427,46.6694,-94.2848,2012,Y,2012-12-11,2013-05-13,101,254
427,46.6694,-94.2848,2013,Y,2013-12-05,2014-04-29,95,240
427,46.6694,-94.2848,2014,Y,2014-11-28,2015-04-12,88,223
427,46.6694,-94.2848,2015,Y,2015-12-28,2016-04-10,118,222
427,46.6694,-94.2848,2016,Y,2016-12-16,2017-04-07,106,218
427,46.6694,-94.2848,2017,Y,2017-12-11,2018-05-05,101,246
427,46.6694,-94.2848,2018,Y,2018-11-28,2019-04-25,88,236
427,46.6694,-94.2848,2019,Y,2019-12-05,2020-04-19,95,231
427,46.6694,-94.2848,2020,Y,2020-12-15,2021-04-07,105,218
427,46.6694,-94.2848,2021,Y,2021-12-22,2022-05-06,112,247
427,46.6694,-94.2848,2022,Y,2022-12-07,2023-05-02,97,243
427,46.6694,-94.2848,2023,Y,2024-01-09,2024-04-09,130,221
427,46.6694,-94.2848,2024,Y,2024-12-13,2025-04-18,103,229
428,46.6694,-94.2848,1992,Y,1992-12-07,1993-04-22,97,233
428,46.6694,-94.2848,1993,Y,1993-12-05,1994-04-18,95,229
428,46.6694,-94.2848,1994,Y,1994-12-12,1995-04-24,102,235
428,46.6694,-94.2848,1995,Y,1995-11-28,1996-05-05,88,247
428,46.6694,-94.2848,1996,Y,1996-11-26,1997-04-22,86,233
428,46.6694,-94.2848,1997,Y,1997-11-30,1998-04-07,90,218
428,46.6694,-94.2848,1998,Y,1998-12-22,1999-04-15,112,226
428,46.6694,-94.2848,1999,Y,1999-12-21,2000-04-05,111,217
428,46.6694,-94.2848,2000,Y,2000-12-09,2001-04-25,99,236
428,46.6694,-94.2848,2001,Y,2001-12-20,2002-04-20,110,231
428,46.6694,-94.2848,2002,Y,2002-12-04,2003-04-15,94,226
428,46.6694,-94.2848,2003,Y,2003-12-06,2004-04-25,96,237
428,46.6694,-94.2848,2004,NA,NA,2005-04-16,NA,227
428,46.6694,-94.2848,2005,Y,2005-12-05,2006-04-10,95,221
429,46.3052,-69.1877,1990,NA,NA,1991-05-05,NA,246
429,46.3052,-69.1877,1991,Y,1991-11-30,1992-05-12,90,254
429,46.3052,-69.1877,1992,Y,1992-11-17,1993-05-03,77,244
429,46.3052,-69.1877,1993,Y,1993-11-27,1994-05-13,87,254
429,46.3052,-69.1877,1994,Y,1994-11-26,1995-05-05,86,246
429,46.3052,-69.1877,1995,Y,1995-11-25,1996-05-05,85,247
429,46.3052,-69.1877,1996,Y,1996-11-25,1997-05-10,85,251
429,46.3052,-69.1877,1997,Y,1997-11-28,1998-05-01,88,242
429,46.3052,-69.1877,1998,Y,1998-12-07,1999-05-01,97,242
429,46.3052,-69.1877,1999,Y,1999-12-15,2000-05-01,105,243
429,46.3052,-69.1877,2000,Y,2000-12-04,2001-05-07,94,248
429,46.3052,-69.1877,2001,Y,2001-12-23,2002-04-26,113,237
429,46.3052,-69.1877,2002,Y,2002-11-28,NA,88,NA
429,46.3052,-69.1877,2003,NA,NA,2004-04-29,NA,241
429,46.3052,-69.1877,2005,Y,2005-11-26,2006-04-25,86,236
429,46.3052,-69.1877,2006,Y,2006-12-06,2007-05-09,96,250
429,46.3052,-69.1877,2007,NA,NA,2008-05-10,NA,252
429,46.3052,-69.1877,2008,Y,2008-11-30,NA,90,NA
429,46.3052,-69.1877,2009,Y,2009-12-08,2010-04-20,98,231
429,46.3052,-69.1877,2016,NA,NA,2017-05-06,NA,247
429,46.3052,-69.1877,2020,Y,2020-12-15,NA,105,NA
430,45.7302,-70.2311,2005,NA,NA,2006-05-01,NA,242
430,45.7302,-70.2311,2007,NA,NA,2008-05-12,NA,254
431,45.2806,-69.5169,1989,Y,1989-11-25,1990-05-01,85,242
431,45.2806,-69.5169,1990,Y,1990-12-06,1991-04-30,96,241
431,45.2806,-69.5169,1991,Y,1991-12-05,1992-05-08,95,250
431,45.2806,-69.5169,1992,Y,1992-12-09,1993-05-02,99,243
431,45.2806,-69.5169,1993,Y,1993-11-29,1994-05-07,89,248
431,45.2806,-69.5169,1994,Y,1994-12-13,1995-04-25,103,236
