lake_id,lat,lon,year,froze,ice_on_date,ice_off_date,ice_on_doy,ice_off_doy
1,46.0863,-89.0831,1989,Y,1989-11-18,1990-04-19,78,230
1,46.0863,-89.0831,1990,Y,1990-12-01,1991-04-19,91,230
1,46.0863,-89.0831,1991,Y,1991-11-07,1992-04-29,67,241
1,46.0863,-89.0831,1992,Y,1992-11-15,1993-04-30,75,241
1,46.0863,-89.0831,1993,Y,1993-11-26,1994-04-22,86,233
1,46.0863,-89.0831,1994,Y,1994-11-26,1995-04-24,86,235
1,46.0863,-89.0831,1995,Y,1995-11-09,1996-05-15,69,257
1,46.0863,-89.0831,1996,Y,1996-11-13,1997-04-29,73,240
1,46.0863,-89.0831,1997,Y,1997-11-17,1998-04-10,77,221
1,46.0863,-89.0831,1998,Y,1998-12-09,1999-04-15,99,226
1,46.0863,-89.0831,1999,Y,1999-11-30,2000-04-02,90,214
1,46.0863,-89.0831,2000,Y,2000-11-22,2001-04-23,82,234
1,46.0863,-89.0831,2001,Y,2001-12-15,2002-04-19,105,230
1,46.0863,-89.0831,2002,Y,2002-11-16,2003-04-19,76,230
1,46.0863,-89.0831,2003,Y,2003-11-27,2004-04-22,87,234
1,46.0863,-89.0831,2004,Y,2004-11-25,2005-04-12,85,223
1,46.0863,-89.0831,2005,Y,2005-11-24,2006-04-15,84,226
1,46.0863,-89.0831,2006,Y,2006-12-01,2007-04-18,91,229
1,46.0863,-89.0831,2007,Y,2007-11-22,2008-05-02,82,244
1,46.0863,-89.0831,2008,Y,2008-11-22,2009-04-26,82,237
1,46.0863,-89.0831,2009,Y,2009-12-05,2010-03-31,95,211
1,46.0863,-89.0831,2010,Y,2010-11-28,2011-04-13,88,224
1,46.0863,-89.0831,2011,NA,NA,2012-03-20,NA,201
1,46.0863,-89.0831,2012,Y,2012-11-26,2012-11-29,86,89
1,46.0863,-89.0831,2013,NA,NA,2014-05-10,NA,251
1,46.0863,-89.0831,2014,Y,2014-11-10,NA,70,NA
1,46.0863,-89.0831,2015,NA,NA,2016-04-17,NA,229
1,46.0863,-89.0831,2016,NA,NA,2017-04-14,NA,225
1,46.0863,-89.0831,2017,Y,2017-11-20,NA,80,NA
1,46.0863,-89.0831,2018,Y,2018-11-13,NA,73,NA
1,46.0863,-89.0831,2020,Y,2020-11-24,2021-04-05,84,216
1,46.0863,-89.0831,2021,Y,2021-11-23,NA,83,NA
1,46.0863,-89.0831,2024,NA,NA,2025-04-26,NA,237
2,46.2076,-94.5442,1989,Y,1989-11-25,1990-04-20,85,231
2,46.2076,-94.5442,1990,Y,1990-12-02,1991-04-10,92,221
2,46.2076,-94.5442,1991,Y,1991-11-25,1992-04-14,85,226
2,46.2076,-94.5442,1992,Y,1992-11-27,1993-04-21,87,232
2,46.2076,-94.5442,1993,Y,1993-11-27,1994-04-18,87,229
2,46.2076,-94.5442,1994,Y,1994-11-30,1995-04-14,90,225
2,46.2076,-94.5442,1995,Y,1995-11-24,1996-05-03,84,245
2,46.2076,-94.5442,1996,Y,1996-11-14,1997-04-22,74,233
2,46.2076,-94.5442,1997,Y,1997-11-24,1998-04-06,84,217
2,46.2076,-94.5442,1998,Y,1998-12-21,1999-04-10,111,221
2,46.2076,-94.5442,1999,Y,1999-12-16,2000-03-28,106,209
2,46.2076,-94.5442,2000,Y,2000-12-02,2001-04-26,92,237
2,46.2076,-94.5442,2001,Y,2001-12-20,2002-04-17,110,228
2,46.2076,-94.5442,2002,Y,2002-11-26,2003-04-15,86,226
2,46.2076,-94.5442,2003,Y,2003-11-28,2004-04-14,88,226
2,46.2076,-94.5442,2004,Y,2004-12-14,2005-04-10,104,221
2,46.2076,-94.5442,2005,Y,2005-11-30,2006-04-10,90,221
2,46.2076,-94.5442,2006,Y,2006-11-30,2007-04-21,90,232
2,46.2076,-94.5442,2007,Y,2007-12-01,2008-05-06,91,248
2,46.2076,-94.5442,2008,Y,2008-12-08,2009-04-23,98,234
2,46.2076,-94.5442,2009,Y,2009-12-08,2010-04-02,98,213
2,46.2076,-94.5442,2010,Y,2010-11-27,2011-04-24,87,235
2,46.2076,-94.5442,2011,Y,2011-12-06,2012-03-23,96,204
2,46.2076,-94.5442,2013,Y,2013-11-27,2014-05-02,87,243
3,44.2363,-69.2152,1989,Y,1989-12-10,1990-04-11,100,222
3,44.2363,-69.2152,1990,Y,1991-01-01,1991-04-07,122,218
3,44.2363,-69.2152,1991,Y,1991-12-22,1992-04-14,112,226
3,44.2363,-69.2152,1992,Y,1992-12-24,1993-04-22,114,233
3,44.2363,-69.2152,1993,Y,1993-12-26,1994-04-18,116,229
3,44.2363,-69.2152,1994,Y,1994-12-30,1995-04-07,120,218
3,44.2363,-69.2152,1995,Y,1995-12-11,1996-04-11,101,223
3,44.2363,-69.2152,1996,Y,1996-12-28,1997-04-21,118,232
3,44.2363,-69.2152,1997,Y,1997-12-13,1998-03-10,103,190
3,44.2363,-69.2152,1998,Y,1998-12-29,1999-03-17,119,197
3,44.2363,-69.2152,1999,Y,1999-12-24,2000-04-04,114,216
3,44.2363,-69.2152,2000,Y,2000-12-10,2001-04-28,100,239
3,44.2363,-69.2152,2001,Y,2002-02-01,2002-04-04,153,215
3,44.2363,-69.2152,2002,Y,2002-12-07,2003-04-24,97,235
3,44.2363,-69.2152,2003,Y,2003-12-21,2004-04-15,111,227
3,44.2363,-69.2152,2004,Y,2004-12-28,2005-04-18,118,229
3,44.2363,-69.2152,2005,Y,2005-12-18,2006-04-02,108,213
3,44.2363,-69.2152,2006,Y,2007-01-18,2007-04-27,139,238
3,44.2363,-69.2152,2007,Y,2007-12-13,2008-04-19,103,231
3,44.2363,-69.2152,2008,Y,2008-12-19,2009-04-14,109,225
3,44.2363,-69.2152,2009,Y,2009-12-31,2010-03-23,121,203
3,44.2363,-69.2152,2010,Y,2011-01-04,NA,125,NA
3,44.2363,-69.2152,2013,NA,NA,2014-04-14,NA,225
3,44.2363,-69.2152,2014,Y,2015-01-01,NA,122,NA
4,44.867,-73.4854,1989,Y,1989-11-23,1990-04-09,83,220
4,44.867,-73.4854,1990,Y,1990-12-01,1991-03-30,91,210
4,44.867,-73.4854,1991,Y,1991-12-05,1992-04-19,95,231
4,44.867,-73.4854,1992,Y,1992-12-01,1993-04-07,91,218
4,44.867,-73.4854,1993,Y,1993-12-01,1994-04-22,91,233
4,44.867,-73.4854,1994,Y,1994-11-23,1995-03-25,83,205
4,44.867,-73.4854,1995,Y,1995-11-29,1996-05-01,89,243
4,44.867,-73.4854,1996,Y,1996-11-24,1997-04-21,84,232
4,44.867,-73.4854,1997,Y,1997-11-26,1998-04-04,86,215
4,44.867,-73.4854,1998,Y,1998-12-28,1999-04-10,118,221
4,44.867,-73.4854,1999,Y,1999-12-17,2000-04-02,107,214
4,44.867,-73.4854,2000,Y,2000-11-23,2001-04-18,83,229
4,44.867,-73.4854,2001,N,2001-12-21,NA,111,NA
4,44.867,-73.4854,2002,Y,2002-12-04,2003-04-17,94,228
4,44.867,-73.4854,2003,Y,2003-12-02,2004-04-06,92,218
4,44.867,-73.4854,2004,Y,2004-12-17,2005-04-05,107,216
4,44.867,-73.4854,2005,Y,2005-12-09,2006-03-24,99,204
4,44.867,-73.4854,2006,Y,2007-01-17,NA,138,NA
4,44.867,-73.4854,2007,Y,2007-12-01,2008-04-14,91,226
4,44.867,-73.4854,2008,Y,2008-11-23,2009-03-31,83,211
4,44.867,-73.4854,2009,Y,2009-12-15,2010-03-14,105,194
5,46.2892,-96.0746,1989,Y,1989-11-17,1990-04-14,77,225
5,46.2892,-96.0746,1990,Y,1990-12-01,1991-04-05,91,216
5,46.2892,-96.0746,1991,Y,1991-11-04,1992-04-04,64,216
5,46.2892,-96.0746,1992,Y,1992-11-14,1993-04-14,74,225
5,46.2892,-96.0746,1993,Y,1993-11-07,1994-04-02,67,213
5,46.2892,-96.0746,1994,Y,1994-11-19,1995-04-07,79,218
5,46.2892,-96.0746,1995,Y,1995-11-02,1996-04-11,62,223
5,46.2892,-96.0746,1996,Y,1996-11-04,1997-04-23,64,234
5,46.2892,-96.0746,1997,Y,1997-11-04,1998-04-02,64,213
5,46.2892,-96.0746,1998,Y,1998-11-04,1999-04-08,64,219
5,46.2892,-96.0746,1999,Y,1999-12-07,2000-03-10,97,191
5,46.2892,-96.0746,2000,Y,2000-11-21,2001-04-21,81,232
5,46.2892,-96.0746,2001,Y,2001-12-12,2002-04-14,102,225
5,46.2892,-96.0746,2002,Y,2002-12-06,2003-03-23,96,203
5,46.2892,-96.0746,2003,Y,2003-11-07,2004-04-04,67,216
5,46.2892,-96.0746,2004,Y,2004-12-01,2005-04-08,91,219
5,46.2892,-96.0746,2005,Y,2005-11-17,2006-04-06,77,217
5,46.2892,-96.0746,2006,Y,2006-11-29,2007-04-16,89,227
5,46.2892,-96.0746,2007,Y,2007-11-23,2008-04-21,83,233
5,46.2892,-96.0746,2008,Y,2008-11-11,2009-04-18,71,229
5,46.2892,-96.0746,2009,Y,2009-12-04,2010-03-30,94,210
5,46.2892,-96.0746,2010,Y,2010-11-15,2011-04-14,75,225
5,46.2892,-96.0746,2011,NA,NA,2012-03-18,NA,199
5,46.2892,-96.0746,2012,Y,2012-11-13,NA,73,NA
5,46.2892,-96.0746,2013,Y,2013-11-14,2014-04-16,74,227
5,46.2892,-96.0746,2014,Y,2014-11-25,2015-04-09,85,220
5,46.2892,-96.0746,2017,NA,NA,2018-04-26,NA,237
6,44.867,-73.4854,1989,Y,1989-11-23,1990-04-09,83,220
6,44.867,-73.4854,1990,Y,1990-12-01,1991-03-30,91,210
6,44.867,-73.4854,1991,Y,1991-12-05,1992-04-19,95,231
6,44.867,-73.4854,1992,Y,1992-12-01,1993-04-07,91,218
6,44.867,-73.4854,1993,Y,1993-12-01,1994-04-22,91,233
6,44.867,-73.4854,1994,Y,1994-11-23,1995-03-25,83,205
6,44.867,-73.4854,1995,Y,1995-11-29,1996-05-01,89,243
6,44.867,-73.4854,1996,Y,1996-11-24,1997-04-21,84,232
6,44.867,-73.4854,1997,Y,1997-11-26,1998-04-04,86,215
6,44.867,-73.4854,1998,Y,1998-12-28,1999-04-10,118,221
6,44.867,-73.4854,1999,Y,1999-12-17,2000-04-02,107,214
6,44.867,-73.4854,2000,Y,2000-11-23,2001-04-18,83,229
6,44.867,-73.4854,2001,N,2001-12-21,NA,111,NA
6,44.867,-73.4854,2002,Y,2002-12-04,2003-04-17,94,228
6,44.867,-73.4854,2003,Y,2003-12-02,2004-04-06,92,218
6,44.867,-73.4854,2004,Y,2004-12-17,2005-04-05,107,216
6,44.867,-73.4854,2005,Y,2005-12-09,2006-03-24,99,204
6,44.867,-73.4854,2006,Y,2007-01-17,NA,138,NA
6,44.867,-73.4854,2007,Y,2007-12-01,2008-04-14,91,226
6,44.867,-73.4854,2008,Y,2008-11-23,2009-03-30,83,210
7,46.3215,-69.5267,1993,Y,1993-12-07,1994-05-15,97,256
7,46.3215,-69.5267,1994,Y,1994-12-13,1995-05-06,103,247
7,46.3215,-69.5267,1995,Y,1995-11-25,1996-05-08,85,250
7,46.3215,-69.5267,1996,Y,1996-11-28,1997-05-08,88,249
7,46.3215,-69.5267,1999,Y,1999-12-09,2000-05-06,99,248
7,46.3215,-69.5267,2000,Y,2000-12-15,2001-05-10,105,251
7,46.3215,-69.5267,2002,NA,NA,2003-05-10,NA,251
7,46.3215,-69.5267,2003,Y,2003-12-23,NA,113,NA
7,46.3215,-69.5267,2004,Y,2004-11-26,NA,86,NA
7,46.3215,-69.5267,2005,Y,2005-12-10,NA,100,NA
7,46.3215,-69.5267,2015,NA,NA,2016-05-07,NA,249
8,46.3215,-69.5267,1989,NA,NA,1990-05-09,NA,250
8,46.3215,-69.5267,1990,NA,NA,1991-05-05,NA,246
8,46.3215,-69.5267,1991,NA,NA,1992-05-12,NA,254
8,46.3215,-69.5267,1992,Y,1992-12-10,1993-05-06,100,247
8,46.3215,-69.5267,1993,NA,NA,1994-05-14,NA,255
8,46.3215,-69.5267,1994,NA,NA,1995-05-06,NA,247
8,46.3215,-69.5267,1995,Y,1995-12-09,1996-05-08,99,250
8,46.3215,-69.5267,1996,NA,NA,1997-05-06,NA,247
8,46.3215,-69.5267,1998,NA,NA,1999-05-01,NA,242
8,46.3215,-69.5267,1999,Y,1999-12-09,2000-05-01,99,243
8,46.3215,-69.5267,2000,Y,2000-12-09,2001-05-04,99,245
8,46.3215,-69.5267,2001,Y,2001-12-29,2002-04-23,119,234
8,46.3215,-69.5267,2002,Y,2002-11-24,2003-05-07,84,248
8,46.3215,-69.5267,2003,NA,NA,2004-04-23,NA,235
8,46.3215,-69.5267,2004,Y,2004-12-18,NA,108,NA
8,46.3215,-69.5267,2005,Y,2005-12-07,2006-04-27,97,238
8,46.3215,-69.5267,2006,Y,2006-12-29,2007-05-08,119,249
8,46.3215,-69.5267,2007,Y,2007-11-29,2008-05-09,89,251
9,NA,NA,2006,NA,NA,2007-05-10,NA,251
10,47.88,-90.8992,1989,NA,NA,1990-04-30,NA,241
10,47.88,-90.8992,1990,Y,1990-11-23,1991-04-27,83,238
10,47.88,-90.8992,1991,Y,1991-11-03,1992-05-09,63,251
10,47.88,-90.8992,1992,Y,1992-11-15,1993-05-05,75,246
10,47.88,-90.8992,1993,Y,1993-12-02,1994-05-08,92,249
10,47.88,-90.8992,1994,NA,NA,1995-05-09,NA,250
10,47.88,-90.8992,1995,NA,NA,1996-05-19,NA,261
10,47.88,-90.8992,1996,NA,NA,1997-05-05,NA,246
10,47.88,-90.8992,1997,Y,1997-11-22,1998-04-24,82,235
10,47.88,-90.8992,1998,Y,1998-12-10,1999-04-29,100,240
10,47.88,-90.8992,1999,Y,1999-12-14,2000-04-16,104,228
10,47.88,-90.8992,2000,Y,2000-12-02,2001-05-01,92,242
10,47.88,-90.8992,2001,Y,2001-12-18,2002-05-02,108,243
10,47.88,-90.8992,2002,Y,2002-11-15,2003-05-03,75,244
10,47.88,-90.8992,2003,Y,2003-12-02,2004-05-04,92,246
10,47.88,-90.8992,2004,Y,2004-12-13,2005-04-19,103,230
10,47.88,-90.8992,2005,Y,2005-12-05,2006-04-19,95,230
10,47.88,-90.8992,2006,Y,2006-11-27,2007-04-28,87,239
10,47.88,-90.8992,2007,Y,2007-11-26,2008-05-13,86,255
10,47.88,-90.8992,2008,Y,2008-12-01,2009-05-09,91,250
10,47.88,-90.8992,2009,Y,2009-12-14,2010-04-08,104,219
10,47.88,-90.8992,2010,Y,2010-12-13,2011-05-10,103,251
10,47.88,-90.8992,2011,NA,NA,2012-04-02,NA,214
10,47.88,-90.8992,2012,Y,2012-11-24,NA,84,NA
11,41.3064,-73.7404,1989,Y,1989-12-14,1990-03-10,104,190
11,41.3064,-73.7404,1990,Y,1991-01-11,1991-03-03,132,183
11,41.3064,-73.7404,1991,Y,1992-02-02,1992-03-10,154,191
11,41.3064,-73.7404,1992,Y,1993-01-02,1993-04-06,123,217
11,41.3064,-73.7404,1993,Y,1993-12-31,1994-04-07,121,218
11,41.3064,-73.7404,1994,Y,1995-02-03,1995-03-16,155,196
11,41.3064,-73.7404,1995,Y,1995-12-15,1996-03-24,105,205
11,41.3064,-73.7404,1996,Y,1997-01-18,1997-03-03,139,183
11,41.3064,-73.7404,1997,N,1998-01-01,NA,122,NA
11,41.3064,-73.7404,1998,Y,1999-01-03,NA,124,NA
11,41.3064,-73.7404,1999,Y,2000-01-15,2000-03-11,136,192
11,41.3064,-73.7404,2000,Y,2001-01-02,2001-04-06,123,217
11,41.3064,-73.7404,2001,N,2002-01-01,NA,122,NA
11,41.3064,-73.7404,2002,Y,2003-01-17,2003-03-29,138,209
11,41.3064,-73.7404,2003,Y,2004-01-12,2004-03-20,133,201
11,41.3064,-73.7404,2004,Y,2005-01-19,2005-04-05,140,216
11,41.3064,-73.7404,2005,Y,2005-12-12,2006-03-12,102,192
11,41.3064,-73.7404,2006,Y,2007-03-07,2007-04-03,187,214
11,41.3064,-73.7404,2007,Y,2008-02-16,NA,168,NA
11,41.3064,-73.7404,2008,Y,2009-01-14,2009-03-19,135,199
11,41.3064,-73.7404,2009,Y,2010-01-10,2010-03-16,131,196
12,44.4314,-70.3262,1989,Y,1989-11-29,NA,89,NA
12,44.4314,-70.3262,1990,Y,1990-12-25,1991-04-20,115,231
12,44.4314,-70.3262,1991,Y,1991-12-05,1992-04-26,95,238
12,44.4314,-70.3262,1992,Y,1992-12-10,1993-04-25,100,236
12,44.4314,-70.3262,1993,Y,1993-12-17,1994-04-27,107,238
12,44.4314,-70.3262,1994,Y,1994-12-13,1995-04-18,103,229
12,44.4314,-70.3262,1995,Y,1995-12-07,1996-04-22,97,234
12,44.4314,-70.3262,1996,Y,1996-12-10,1997-04-26,100,237
12,44.4314,-70.3262,1997,Y,1997-12-09,1998-04-13,99,224
12,44.4314,-70.3262,1998,Y,1998-12-24,1999-04-12,114,223
12,44.4314,-70.3262,1999,Y,1999-12-19,2000-04-09,109,221
12,44.4314,-70.3262,2000,Y,2000-12-08,2001-04-29,98,240
12,44.4314,-70.3262,2001,Y,2002-01-13,2002-04-12,134,223
12,44.4314,-70.3262,2002,Y,2002-12-06,2003-04-24,96,235
12,44.4314,-70.3262,2003,Y,2003-12-09,2004-04-19,99,231
12,44.4314,-70.3262,2004,Y,2004-12-16,2005-04-20,106,231
12,44.4314,-70.3262,2005,Y,2005-12-09,2006-03-31,99,211
12,44.4314,-70.3262,2006,Y,2007-01-16,NA,137,NA
12,44.4314,-70.3262,2007,NA,NA,2008-04-23,NA,235
12,44.4314,-70.3262,2008,Y,2008-12-14,2009-04-13,104,224
12,44.4314,-70.3262,2009,Y,2009-12-19,2010-03-24,109,204
12,44.4314,-70.3262,2010,Y,2010-12-17,NA,107,NA
12,44.4314,-70.3262,2011,Y,2011-12-24,NA,114,NA
12,44.4314,-70.3262,2012,Y,2012-12-25,NA,115,NA
12,44.4314,-70.3262,2013,NA,NA,2014-04-24,NA,235
12,44.4314,-70.3262,2014,Y,2014-11-29,2015-04-21,89,232
12,44.4314,-70.3262,2015,Y,2016-01-04,2016-03-31,125,212
12,44.4314,-70.3262,2017,NA,NA,2018-04-26,NA,237
12,44.4314,-70.3262,2020,Y,2021-01-05,2021-04-09,126,220
12,44.4314,-70.3262,2021,Y,2021-12-24,2022-04-10,114,221
12,44.4314,-70.3262,2023,Y,2024-01-03,NA,124,NA
12,44.4314,-70.3262,2024,Y,2024-12-23,2025-04-16,113,227
13,41.8571,-74.9625,1989,Y,1989-12-04,1990-03-22,94,202
13,41.8571,-74.9625,1990,Y,1990-12-15,1991-03-25,105,205
13,41.8571,-74.9625,1991,Y,1991-12-18,1992-04-07,108,219
13,41.8571,-74.9625,1992,Y,1992-12-10,1993-04-13,100,224
13,41.8571,-74.9625,1993,Y,1993-12-19,1994-04-18,109,229
13,41.8571,-74.9625,1994,Y,1994-12-16,1995-03-19,106,199
13,41.8571,-74.9625,1995,Y,1995-12-10,1996-04-08,100,220
13,41.8571,-74.9625,1996,Y,1996-12-21,1997-04-09,111,220
13,41.8571,-74.9625,1997,Y,1997-12-10,1998-03-30,100,210
13,41.8571,-74.9625,1998,Y,1998-12-26,1999-04-04,116,215
13,41.8571,-74.9625,1999,Y,1999-12-25,2000-03-25,115,206
13,41.8571,-74.9625,2000,Y,2000-12-12,2001-04-18,102,229
13,41.8571,-74.9625,2001,Y,2002-01-02,2002-03-11,123,191
13,41.8571,-74.9625,2002,Y,2002-12-09,2003-04-11,99,222
13,41.8571,-74.9625,2003,Y,2004-01-09,2004-04-09,130,221
13,41.8571,-74.9625,2004,Y,2004-12-27,2005-04-10,117,221
13,41.8571,-74.9625,2005,Y,2005-12-10,2006-03-30,100,210
13,41.8571,-74.9625,2007,Y,2007-12-01,NA,91,NA
13,41.8571,-74.9625,2008,NA,NA,2009-04-02,NA,213
13,41.8571,-74.9625,2009,Y,2009-12-25,2010-03-22,115,202
14,46.1712,-89.3442,1989,Y,1989-11-22,1990-04-21,82,232
14,46.1712,-89.3442,1990,Y,1990-12-02,1991-04-20,92,231
14,46.1712,-89.3442,1991,Y,1991-11-26,1992-04-29,86,241
14,46.1712,-89.3442,1992,Y,1992-11-16,1993-05-02,76,243
14,46.1712,-89.3442,1993,Y,1993-11-16,1994-04-24,76,235
14,46.1712,-89.3442,1994,Y,1994-11-30,1995-04-26,90,237
14,46.1712,-89.3442,1995,Y,1995-11-12,1996-05-14,72,256
14,46.1712,-89.3442,1996,Y,1996-11-23,1997-05-03,83,244
14,46.1712,-89.3442,1997,Y,1997-11-21,1998-04-11,81,222
14,46.1712,-89.3442,1998,Y,1998-12-16,1999-04-15,106,226
14,46.1712,-89.3442,1999,Y,1999-12-09,2000-04-14,99,226
14,46.1712,-89.3442,2000,Y,2000-11-26,2001-04-23,86,234
14,46.1712,-89.3442,2001,Y,2001-12-18,2002-04-22,108,233
14,46.1712,-89.3442,2002,Y,2002-11-25,2003-04-25,85,236
14,46.1712,-89.3442,2003,Y,2003-12-02,2004-04-24,92,236
14,46.1712,-89.3442,2004,Y,2004-12-01,2005-04-14,91,225
14,46.1712,-89.3442,2005,Y,2005-11-26,2006-04-14,86,225
14,46.1712,-89.3442,2006,Y,2006-12-02,2007-04-21,92,232
14,46.1712,-89.3442,2007,Y,2007-11-29,2008-05-02,89,244
14,46.1712,-89.3442,2008,Y,2008-11-22,2009-04-29,82,240
14,46.1712,-89.3442,2009,Y,2009-12-07,2010-04-02,97,213
14,46.1712,-89.3442,2010,Y,2010-11-28,2011-04-29,88,240
14,46.1712,-89.3442,2011,Y,2011-11-29,2012-03-21,89,202
14,46.1712,-89.3442,2012,Y,2012-11-27,2013-05-14,87,255
14,46.1712,-89.3442,2013,Y,2013-11-24,NA,84,NA
14,46.1712,-89.3442,2014,Y,2014-11-25,2015-04-17,85,228
14,46.1712,-89.3442,2015,Y,2015-12-19,2016-04-20,109,232
14,46.1712,-89.3442,2016,Y,2016-12-10,2017-04-14,100,225
14,46.1712,-89.3442,2020,Y,2020-12-14,2021-04-10,104,221
14,46.1712,-89.3442,2021,Y,2021-11-30,2022-05-06,90,247
14,46.1712,-89.3442,2022,NA,NA,2023-05-07,NA,248
14,46.1712,-89.3442,2023,Y,2023-12-02,2024-04-09,92,221
14,46.1712,-89.3442,2024,Y,2024-12-06,2025-04-28,96,239
15,44.3204,-70.0808,1990,NA,NA,1991-04-10,NA,221
15,44.3204,-70.0808,1991,NA,NA,1992-04-20,NA,232
15,44.3204,-70.0808,1992,Y,1992-12-10,1993-04-21,100,232
15,44.3204,-70.0808,1993,Y,1993-12-26,1994-04-25,116,236
15,44.3204,-70.0808,1994,Y,1994-12-15,1995-04-12,105,223
15,44.3204,-70.0808,1995,NA,NA,1996-04-16,NA,228
15,44.3204,-70.0808,1996,Y,1996-12-26,1997-04-25,116,236
15,44.3204,-70.0808,1997,Y,1997-12-15,NA,105,NA
15,44.3204,-70.0808,1998,Y,1998-12-24,1999-04-06,114,217
15,44.3204,-70.0808,1999,Y,1999-12-22,2000-04-07,112,219
15,44.3204,-70.0808,2000,Y,2000-12-10,2001-04-26,100,237
15,44.3204,-70.0808,2001,Y,2001-12-26,NA,116,NA
15,44.3204,-70.0808,2015,Y,2016-01-05,NA,126,NA
16,44.3204,-70.0808,1989,Y,1989-12-10,1990-04-17,100,228
16,44.3204,-70.0808,1990,Y,1990-12-13,1991-04-10,103,221
16,44.3204,-70.0808,1991,Y,1991-12-03,1992-04-20,93,232
16,44.3204,-70.0808,1992,Y,1992-12-11,1993-04-21,101,232
16,44.3204,-70.0808,1993,NA,NA,1994-04-24,NA,235
16,44.3204,-70.0808,1994,NA,NA,1995-04-10,NA,221
16,44.3204,-70.0808,1995,Y,1995-12-10,1996-04-12,100,224
16,44.3204,-70.0808,1996,Y,1996-12-23,1997-04-24,113,235
16,44.3204,-70.0808,1997,Y,1997-12-14,NA,104,NA
16,44.3204,-70.0808,1998,Y,1998-12-26,1999-04-07,116,218
16,44.3204,-70.0808,1999,Y,1999-12-23,2000-04-03,113,215
16,44.3204,-70.0808,2001,Y,2001-12-24,2002-04-10,114,221
16,44.3204,-70.0808,2002,Y,2002-12-14,2003-04-22,104,233
16,44.3204,-70.0808,2003,Y,2003-12-10,NA,100,NA
16,44.3204,-70.0808,2004,Y,2004-12-13,2005-04-18,103,229
16,44.3204,-70.0808,2005,Y,2005-12-10,2006-03-27,100,207
16,44.3204,-70.0808,2006,Y,2007-01-16,2007-04-24,137,235
16,44.3204,-70.0808,2007,Y,2007-12-08,NA,98,NA
16,44.3204,-70.0808,2008,Y,2008-12-20,2009-04-12,110,223
16,44.3204,-70.0808,2009,Y,2009-12-22,2010-03-19,112,199
16,44.3204,-70.0808,2010,Y,2010-12-12,2010-12-14,102,104
16,44.3204,-70.0808,2011,Y,2011-12-24,2012-03-23,114,204
16,44.3204,-70.0808,2012,Y,2012-12-25,2013-04-09,115,220
17,45.8372,-88.0298,2010,Y,2010-11-02,NA,62,NA
18,45.3436,-92.3432,1989,Y,1989-11-17,1990-04-17,77,228
18,45.3436,-92.3432,1990,Y,1990-11-29,1991-04-05,89,216
18,45.3436,-92.3432,1991,Y,1991-11-03,1992-04-07,63,219
18,45.3436,-92.3432,1992,Y,1992-11-07,1993-04-17,67,228
18,45.3436,-92.3432,1993,Y,1993-11-08,1994-04-12,68,223
18,45.3436,-92.3432,1994,Y,1994-11-25,1995-04-18,85,229
18,45.3436,-92.3432,1995,Y,1995-11-04,1996-04-21,64,233
18,45.3436,-92.3432,1996,Y,1996-11-13,1997-04-13,73,224
18,45.3436,-92.3432,1997,NA,NA,1998-03-30,NA,210
18,45.3436,-92.3432,1998,Y,1998-12-20,1999-03-29,110,209
18,45.3436,-92.3432,1999,Y,1999-12-09,2000-03-25,99,206
18,45.3436,-92.3432,2000,Y,2000-11-22,2001-04-15,82,226
18,45.3436,-92.3432,2001,Y,2001-12-20,2002-04-17,110,228
18,45.3436,-92.3432,2002,Y,2002-11-21,2003-04-13,81,224
18,45.3436,-92.3432,2003,Y,2003-11-30,2004-04-08,90,220
18,45.3436,-92.3432,2004,Y,2004-12-07,2005-04-08,97,219
18,45.3436,-92.3432,2005,Y,2005-11-27,2006-04-07,87,218
18,45.3436,-92.3432,2006,Y,2006-12-02,2007-03-31,92,211
18,45.3436,-92.3432,2007,Y,2007-11-20,2008-04-21,80,233
18,45.3436,-92.3432,2008,Y,2008-11-23,2009-04-12,83,223
18,45.3436,-92.3432,2009,Y,2009-12-06,2010-03-30,96,210
18,45.3436,-92.3432,2010,Y,2010-11-24,2011-04-09,84,220
18,45.3436,-92.3432,2011,Y,2011-12-05,2012-03-20,95,201
18,45.3436,-92.3432,2012,Y,2012-11-11,NA,71,NA
18,45.3436,-92.3432,2014,Y,2014-11-12,NA,72,NA
19,43.9906,-74.2441,1934,Y,1934-11-13,NA,73,NA
19,43.9906,-74.2441,1937,Y,1937-11-22,NA,82,NA
19,43.9906,-74.2441,1938,NA,NA,1939-05-06,NA,247
19,43.9906,-74.2441,1939,Y,1939-11-13,1940-05-06,73,248
19,43.9906,-74.2441,1967,NA,NA,1968-04-09,NA,221
19,43.9906,-74.2441,1969,NA,NA,1970-04-30,NA,241
19,43.9906,-74.2441,1973,Y,1973-12-13,1974-04-29,103,240
19,43.9906,-74.2441,1974,Y,1974-12-04,1975-05-09,94,250
19,43.9906,-74.2441,1975,NA,NA,1976-04-18,NA,230
19,43.9906,-74.2441,1976,Y,1976-10-29,1977-04-19,58,230
19,43.9906,-74.2441,1977,NA,NA,1978-05-07,NA,248
19,43.9906,-74.2441,1978,Y,1978-11-27,1979-04-20,87,231
19,43.9906,-74.2441,1979,Y,1979-12-17,1980-04-21,107,233
19,43.9906,-74.2441,1980,Y,1980-11-17,1981-04-09,77,220
